"","Accession","Gene Symbol","Coverage [%]","# Peptides","# PSMs","# AAs","MW [kDa]","Pfam IDs","Entrez Gene ID","Ensembl Gene ID","WT1","WT2","WT3","KD1","KD2","KD3","TM1","TM2","TM3","C11","C12","C13","NT1","NT2","NT3","KD_FC","KD_logP","TM_FC","TM_logP","C1_FC","C1_logP","NT_FC","NT_logP","Rest_FC","Rest_logP","# Protein Pathway Groups","Biological Process","Cellular Component","Molecular Function","Gene ID","Reactome Pathways","WikiPathways","Uniprotlink","ffatscore","ffatscore2"
"32","Q6PIU2","NCEH1",15,5,6,408,45.8,"Pf07859","57552","ENSG00000144959",NA,137807.961296141,158717.707282849,NA,NA,NA,2179793.93113749,630166.030512362,5545479.3125,NA,NA,NA,69707.9121837675,84913.642491523,NA,NA,NA,-4.23152427561367,0.595303043161537,NA,NA,0.939415547279664,1.49992578522617,-3.52101244787963,0.38636805813139,1,"other metabolic processes;signal transduction;other biological processes","plasma membrane;other membranes;ER/Golgi","other molecular function","B7Z2K4; B7Z3A1; B7Z5U2; B7Z906; B7ZAW6; F5H7K4; hsa:57552; Q6PIU2; Q86WZ1; Q9P2I4","LDL clearance",NA,"https://rest.uniprot.org/uniprotkb/Q6PIU2.fasta",5.2,4
"33","P00558","PGK1",6,2,2,417,44.6,"Pf00162","5230","ENSG00000102144",78177.6423211432,NA,NA,NA,NA,74636.6468687457,44081.6105042528,64568.077371437,NA,NA,NA,NA,141402.310385318,36896.2134790139,770083.975976924,0.0668719035054499,NA,0.525143951633862,NA,NA,NA,-2.01567855917074,NA,-1.2705894500198,NA,13,"protein metabolism;other metabolic processes;stress response;other biological processes","non-structural extracellular;other membranes;cytosol","kinase activity;other molecular function","A8K4W6; B7Z7A9; hsa:5230; P00558; Q5J7W1; Q6IBT6; Q8NI87","Gluconeogenesis; Glycolysis; Manipulation of host energy metabolism","Cori cycle; Photodynamic therapy-induced HIF-1 survival signaling; VEGFA-VEGFR2 signaling; Clear cell renal cell carcinoma pathways; Metabolic reprogramming in colon cancer; Aerobic glycolysis; Glycolysis in senescence; Warburg effect modulated by deubiquitinating enzymes and their substrates; Glycolysis and gluconeogenesis; Metabolic Epileptic Disorders","https://rest.uniprot.org/uniprotkb/P00558.fasta",4.5,4
"34","P48029","SLC6A8",4,2,6,635,70.5,"Pf00209","6535","ENSG00000130821",NA,634784.849255571,NA,NA,NA,297785.629258236,2752816.70091186,2021106.66930128,2015264.0859375,NA,NA,NA,NA,NA,NA,1.09199356198161,NA,-1.83393681925134,NA,NA,NA,NA,NA,-1.48082996991006,NA,4,"other metabolic processes;transport;other biological processes","plasma membrane;other membranes","transporter activity","B2KY47; B4DIA3; E9PFC0; hsa:6535; P48029; Q13032; Q66I36","Creatine metabolism","Nuclear receptors meta-pathway; NRF2 pathway; Creatine pathway","https://rest.uniprot.org/uniprotkb/P48029.fasta",3.5,3.5
"35","Q6NSJ5","LRRC8E",4,2,2,796,90.2,"Pf12534, Pf13855","80131","ENSG00000171017",80720.1396798316,NA,NA,NA,NA,NA,599176.259429394,698551.520453604,694669.78125,NA,NA,NA,NA,NA,NA,NA,NA,-3.04047056827789,NA,NA,NA,NA,NA,-3.04047056827789,NA,2,"cell organization and biogenesis;stress response;transport;signal transduction","plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component","transporter activity","B3KR78; hsa:80131; Q2YDY3; Q6NSJ5; Q7L236; Q8N3B0; Q9H5H8","Miscellaneous transport and binding events","Neuroinflammation and glutamatergic signaling","https://rest.uniprot.org/uniprotkb/Q6NSJ5.fasta",5.5,4
"36","Q8TEQ8","PIGO",2,2,5,1089,118.6,"Pf01663","84720","ENSG00000165282",338650.576832447,874220.162562901,142568.19458726,226528.932598956,172752.433011147,NA,343716.474584275,251912.658170843,347340.640625,NA,NA,NA,NA,NA,NA,1.17831996845342,0.357997745566385,0.523476685922606,0.24614407102207,NA,NA,NA,NA,0.751071082553449,0.506391734167938,1,"protein metabolism;other metabolic processes","other membranes;ER/Golgi","other molecular function","B1AML3; hsa:84720; Q6P154; Q6UX80; Q8TDS8; Q8TEQ8; Q96CS9; Q9BVN9; Q9Y4B0","Synthesis of glycosylphosphatidylinositol (GPI)",NA,"https://rest.uniprot.org/uniprotkb/Q8TEQ8.fasta",3.5,3.5
"37","Q8NFT8","DNER",6,3,11,737,78.4,"Pf00008, Pf12661, Pf19330","92737","ENSG00000187957",1904647.57313933,5044039.84995948,659161.929707006,2161222.90421547,2047627.10207011,2257890.38710661,1316658.93494485,2006845.17452632,832510.234375,NA,NA,NA,NA,NA,NA,0.234449984177445,0.104943652683742,0.872288045394794,0.355021523949026,NA,NA,NA,NA,0.518402643619565,0.364220382066861,6,"cell organization and biogenesis;protein metabolism;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding;other molecular function","A6NP39; hsa:92737; Q53R88; Q53TP7; Q53TQ5; Q8IYT0; Q8NFT8; Q8TB42; Q9NTF1; Q9UDM2","Activated NOTCH1 Transmits Signal to the Nucleus","Vitamin D receptor pathway; Glucocorticoid receptor pathway; Nuclear receptors meta-pathway; Canonical and non-canonical Notch signaling; DYRK1A involvement regarding cell proliferation in brain development","https://rest.uniprot.org/uniprotkb/Q8NFT8.fasta",2.5,2.5
"38","P16066","NPR1",4,3,4,1061,118.8,"Pf00211, Pf01094, Pf07714","4881","ENSG00000169418",960696.846482386,521896.629070405,212293.678540895,672311.255602165,329943.947699839,123860.647083992,989590.671324271,1081148.34423676,486931.662109375,NA,NA,NA,NA,NA,NA,0.589833967785655,0.283337106799911,-0.593641295000695,0.431682884554904,NA,NA,NA,NA,-0.120000239387714,0.0662589114623434,3,"other metabolic processes;transport;signal transduction;other biological processes","plasma membrane;other membranes;other cell component","kinase activity;other molecular function","B0ZBF0; hsa:4881; P16066; Q5SR08; Q6P4Q3","Physiological factors","NO/cGMP/PKG mediated neuroprotection; Thermogenesis","https://rest.uniprot.org/uniprotkb/P16066.fasta",4.7,4
"39","Q9NXW2","DNAJB12",5,2,3,375,41.8,"Pf00226, Pf09320","54788","ENSG00000148719",NA,7675.16220684689,NA,NA,NA,127572.819241547,22694.4235696271,48888.945533563,885124.265625,NA,NA,NA,NA,NA,NA,-4.05497992923845,NA,-5.37677455970463,NA,NA,NA,NA,NA,-5.14232500840507,NA,0,"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response","other membranes;ER/Golgi;nucleus","other molecular function","B7Z7I3; hsa:54788; Q9H6H0; Q9NXW2",NA,NA,"https://rest.uniprot.org/uniprotkb/Q9NXW2.fasta",5,4
"40","Q7Z434","MAVS",9,3,7,540,56.5,"Pf16739","57506","ENSG00000088888",821259.275284481,1211881.13869422,629880.100980008,470543.580884375,130898.416279181,681488.925570728,NA,245479.65758933,923324.625,NA,NA,177274.287497304,NA,NA,NA,1.0536200495767,0.915547183776372,0.603067672467392,0.36360054034606,2.32404583905165,NA,NA,NA,1.01854419135352,1.10132340169599,24,"stress response;signal transduction;other biological processes","other membranes;mitochondrion;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding;other molecular function","A8K6X0; B2BD33; B2BD34; F5H6C8; hsa:57506; M1P2Z0; Q2HWT5; Q3I0Y2; Q5T7I6; Q7Z434; Q86VY7; Q9H1H3; Q9H4Y1; Q9H8D3; Q9ULE9","PKR-mediated signaling; SARS-CoV-2 activates/modulates innate and adaptive immune responses; TRAF6 mediated NF-kB activation; NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10; Negative regulators of DDX58/IFIH1 signaling; SARS-CoV-1 activates/modulates innate immune responses; Ovarian tumor domain proteases; TRAF3-dependent IRF activation pathway; TRAF6 mediated IRF7 activation; Evasion by RSV of host interferon responses","Novel intracellular components of RIG-I-like receptor pathway; Measles virus infection; Cytosolic DNA-sensing pathway; Hepatitis B infection; Type I interferon induction and signaling during SARS-CoV-2 infection; Host-pathogen interaction of human coronaviruses - interferon induction; SARS coronavirus and innate immunity; Mitochondrial immune response to SARS-CoV-2; SARS-CoV-2 innate immunity evasion and cell-specific immune response; Network map of SARS-CoV-2 signaling pathway; SARS-CoV-2 B.1.1.7 variant antagonises innate immune activation; Lung pathology of COVID-19; SARS-CoV-2 mitochondrial chronic oxidative stress and endothelial dysfunction","https://rest.uniprot.org/uniprotkb/Q7Z434.fasta",4,4
"41","Q9Y426","C2CD2",8,3,3,696,75.5,"Pf00168, Pf18696","25966","ENSG00000157617",440466.084760472,890067.023371081,285024.774569019,NA,637654.219615646,181324.199058627,434711.589249994,233127.339439536,NA,NA,NA,NA,NA,NA,NA,0.395172599852674,0.163707616684674,0.689497843693204,0.331135948670124,NA,NA,NA,NA,0.534842514146464,0.364037287151462,0,NA,"other membranes",NA,"hsa:25966; Q5R2V7; Q6AHX8; Q9NSE6; Q9Y426",NA,NA,"https://rest.uniprot.org/uniprotkb/Q9Y426.fasta",4.5,4
"42","P04792","HSPB1",13,2,2,205,22.8,"Pf00011","3315","ENSG00000106211",NA,346469.932150003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353507.07252061,NA,NA,NA,NA,NA,NA,-0.0290089231667051,NA,-0.0290089231667051,NA,18,"protein metabolism;other metabolic processes;stress response;transport;signal transduction;other biological processes","plasma membrane;cytosol;cytoskeleton;nucleus;other cell component","enzyme regulator activity;other molecular function","B2R4N8; hsa:3315; P04792; Q6FI47; Q96C20; Q96EI7; Q9UC31; Q9UC34; Q9UC35; Q9UC36","AUF1 (hnRNP D0) binds and destabilizes mRNA; MAPK6/MAPK4 signaling; Extra-nuclear estrogen signaling; VEGFA-VEGFR2 Pathway","Apoptosis-related network due to altered Notch3 in ovarian cancer; Fas ligand pathway and stress induction of heat shock proteins; MAPK signaling pathway; ATM signaling in development and disease ; VEGFA-VEGFR2 signaling; p38 MAPK signaling pathway; Extracellular vesicles in the crosstalk of cardiac cells; Ferroptosis; IL-18 signaling pathway; Intracellular trafficking proteins involved in CMT neuropathy; GDNF signaling; Macrophage-stimulating protein (MSP) signaling network map; 7q11.23 distal copy number variation; HDAC6 interactions in the central nervous system","https://rest.uniprot.org/uniprotkb/P04792.fasta",6,4
"43","O95757","HSPA4L",10,7,9,839,94.5,"Pf00012","22824","ENSG00000164070",5711.57436597782,303639.317230237,438864.268884894,935534.492875598,131714.054347335,239342.303356063,905919.748143882,724179.628187372,691432.70703125,NA,NA,126382.941518728,326243.259515861,353437.746628939,477507.859975814,-0.80428233892948,0.262759016935127,-1.6335521154917,1.65616754508963,0.980688948096752,NA,-0.629099244108104,0.427868570910685,-0.977730203367477,0.631442700665787,1,"protein metabolism;other metabolic processes;stress response","cytosol;nucleus;other cell component","other molecular function","A2ICT2; hsa:22824; O95757; Q4W5M5; Q8IWA2","Regulation of HSF1-mediated heat shock response",NA,"https://rest.uniprot.org/uniprotkb/O95757.fasta",3.5,3.5
"44","Q92543","SNX19",3,3,12,992,108.5,"Pf00787, Pf02194, Pf08628","399979","ENSG00000120451",2118451.26353518,1058592.79265859,1226813.60601032,2265701.46248081,1141362.18924065,1112069.36064175,728780.811625874,914907.851735807,288567.578125,85644.691817255,NA,NA,NA,NA,NA,-0.0372781806312077,0.0256254421966695,1.18848141370305,1.0241636984204,4.09929769702042,NA,NA,NA,0.652524072556529,0.542793920537104,0,"cell-cell signaling;cell organization and biogenesis;transport;developmental processes;other biological processes","other membranes;other cytoplasmic organelle;other cell component","other molecular function","E9PKB9; hsa:399979; Q8IV55; Q92543",NA,NA,"https://rest.uniprot.org/uniprotkb/Q92543.fasta",4.5,4
"45","Q6NUM9","RETSAT",15,8,25,610,66.8,"Pf13450","54884","ENSG00000042445; ENSG00000292155",NA,1491258.347177,1163591.4225233,2830394.01962779,3048668.01354615,1680083.5645482,7511182.17698192,4288706.59732352,14505059.0625,NA,NA,NA,NA,NA,NA,-0.924630451253453,0.907356023063347,-2.7236695579677,0.817988310965094,NA,NA,NA,NA,-2.08809174310184,0.56662035160151,2,"other metabolic processes","other membranes;ER/Golgi;nucleus","other molecular function","A6NIK3; hsa:54884; Q53R95; Q53SA9; Q6NUM9; Q6UX05; Q8N2H5; Q96FA4; Q9NXE5","Retinoid metabolism and transport","Vitamin A and carotenoid metabolism","https://rest.uniprot.org/uniprotkb/Q6NUM9.fasta",4,4
"46","Q15904","ATP6AP1",6,3,6,470,52,"Pf05827, Pf20520","537","ENSG00000071553",254062.71390039,335676.207853709,449394.435053467,816739.099194697,491711.93666812,718028.351117948,3366016.40316126,1520014.56572866,2905277,NA,NA,NA,265179.852767873,531265.22329305,506850.60486868,-0.963594686724235,1.37617823141623,-2.90648472774032,1.8054663192447,NA,NA,-0.326783613866319,0.359531261718992,-1.83488207336438,0.657642246022023,6,"cell organization and biogenesis;transport;developmental processes;other biological processes","plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle","other molecular function","A6ZKI4; Q15904; Q8NBT4; Q9H0C7","RHOA GTPase cycle; Insulin receptor recycling; Transferrin endocytosis and recycling; Ion channel transport","Hepatitis B infection; Oxidative phosphorylation","https://rest.uniprot.org/uniprotkb/Q15904.fasta",4,4
"47","P33764","S100A3",77,8,14,101,11.7,"Pf01023","6274","ENSG00000188015",NA,NA,54872.524711529,NA,109227.37006923,NA,312772.006647594,86069.3471856365,NA,NA,NA,NA,NA,167143.342563942,59529324.6114012,-0.993178548881265,NA,-1.86165914166165,NA,NA,NA,-9.08734590266467,NA,-7.77764443786732,NA,0,NA,"plasma membrane;other membranes;cytosol;ER/Golgi","other molecular function","D3DV51; hsa:6274; P33764; Q6FGE4",NA,NA,"https://rest.uniprot.org/uniprotkb/P33764.fasta",3.5,3.5
"48","A2VDJ0","TMEM131L",2,2,5,1609,179.2,"Pf12371, Pf19532","23240","ENSG00000121210",684631.99665574,245725.857827993,179035.224979316,NA,464221.843633091,442230.063192872,299790.693118628,208320.823866392,160172.828125,NA,NA,NA,NA,NA,NA,-0.293494252584422,0.148008343598529,0.731236647032902,0.3766572211398,NA,NA,NA,NA,0.231626009066971,0.147838568580311,0,"cell-cell signaling;signal transduction;other biological processes","plasma membrane;other membranes;ER/Golgi;other cell component",NA,"A2VDJ0; B3KRV3; D3DP10; hsa:23240; Q7LGA7; Q86Y92; Q8WU56; Q9H065; Q9Y2D7",NA,NA,"https://rest.uniprot.org/uniprotkb/A2VDJ0.fasta",4,4
"49","P16401","H1-5",7,2,2,226,22.6,"Pf00538","3009","ENSG00000184357",164111.304113493,247963.628326725,100951.991334881,NA,172428.587098631,102849.148270778,514395.013462108,137326.417997704,30862.361328125,571523.430557404,NA,NA,NA,NA,2909702.26599616,0.313184111477128,0.206771147868184,-0.411971618815623,0.136603852252442,-1.74074060526731,NA,-4.08872759236082,NA,-1.89076418956191,0.326423559722278,2,"cell organization and biogenesis;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","hsa:3009; P16401; Q14529; Q3MJ42","Apoptosis induced DNA fragmentation; Formation of Senescence-Associated Heterochromatin Foci (SAHF)",NA,"https://rest.uniprot.org/uniprotkb/P16401.fasta",8,4
"50","Q5SQN1","SNAP47",23,7,7,464,52.5,"Pf02893","116841","ENSG00000143740",NA,NA,733193.141478532,239708.790165026,NA,NA,545780.009029305,NA,6507002.4375,NA,NA,NA,NA,202925.419953791,NA,1.61291047666621,NA,-2.26592734271728,NA,NA,NA,1.85324369134195,NA,-1.35374348158279,NA,0,"cell-cell signaling;cell organization and biogenesis;transport","plasma membrane;other membranes;other cell component","other molecular function","B6EDE0; hsa:116841; Q5HYB5; Q5SQN1; Q5TBZ3; Q8N558; Q8TB31; Q8TCW8; Q8WV46; Q96CQ3; Q96FE1; Q96I66; Q96NU3; Q9BT10; Q9BVB2",NA,NA,"https://rest.uniprot.org/uniprotkb/Q5SQN1.fasta",6,4
"51","Q8TF66","LRRC15",17,9,14,581,64.3,"Pf13855","131578","ENSG00000172061",236296.133106688,49395.0780722913,75827.738047264,NA,NA,NA,NA,NA,NA,102235.497378082,NA,872424.751689007,NA,307309.805536194,24283944.2503946,NA,NA,NA,NA,-2.01579063799977,0.516565646468738,-6.6728927301431,0.574614734323544,-5.72896904319079,0.381875042763519,0,"other biological processes","non-structural extracellular;extracellular matrix;plasma membrane;other membranes","other molecular function","hsa:131578; Q495Q6; Q7RTN7; Q8TF66",NA,NA,"https://rest.uniprot.org/uniprotkb/Q8TF66.fasta",4,4
"52","Q13608","PEX6",6,4,5,980,104,"Pf00004","5190","ENSG00000124587",141921.854598779,131838.727384053,159791.952117106,NA,NA,267230.925327344,1638720.27469173,NA,2318712.84375,NA,39846.2135093983,NA,NA,NA,NA,-0.88684265703981,NA,-3.77524874709657,2.26334344917239,1.85872977649666,NA,NA,NA,-2.8830638482215,0.670274024508299,1,"cell organization and biogenesis;other metabolic processes;transport;other biological processes","other membranes;cytosol;other cytoplasmic organelle;other cell component","transporter activity;other molecular function","hsa:5190; Q13608; Q5T8W1; Q8WYQ0; Q8WYQ1; Q8WYQ2; Q99476","Peroxisomal protein import",NA,"https://rest.uniprot.org/uniprotkb/Q13608.fasta",4.5,4
"53","Q5SWX8","ODR4",11,4,6,454,51.1,"Pf14778","54953","ENSG00000157181",NA,NA,906073.54142759,276570.015046089,129106.393317194,511531.16737039,2414595.11803295,232192.866607644,5217794.5,NA,NA,NA,NA,NA,NA,1.56734238103961,NA,-1.53270762065475,NA,NA,NA,NA,NA,-0.691852488304814,NA,0,"other biological processes","other membranes",NA,"B4DNY0; E9PFR7; hsa:54953; Q19CC6; Q5SWX8; Q8WYB6; Q9BTS2; Q9H6A6; Q9NX06",NA,NA,"https://rest.uniprot.org/uniprotkb/Q5SWX8.fasta",5,4
"54","O14524","NEMP1",6,3,5,444,50.6,"Pf10225","23306","ENSG00000166881",158736.774738822,172058.765863886,742438.598950553,593909.113579234,501392.641994623,NA,926407.508001343,377018.604119307,2277284.125,NA,NA,155200.556311772,NA,NA,NA,-0.614326035176068,0.297660841987009,-1.73828092320514,0.631260930602177,1.20479671787151,NA,NA,NA,-1.17042047294086,0.424026111601462,0,"cell organization and biogenesis","other membranes;nucleus",NA,"hsa:23306; O14524; Q17R72; Q68DH0; Q6IQ25",NA,NA,"https://rest.uniprot.org/uniprotkb/O14524.fasta",3.5,3.5
"55","P52429","DGKE",11,6,13,567,63.9,"Pf00130, Pf00609, Pf00781","8526","ENSG00000153933",NA,358243.623473301,1719866.89452014,860066.555976138,625938.107950647,1659283.79511857,2991682.90533822,2997338.55642074,5632422.8125,NA,NA,NA,NA,NA,NA,-0.0129574525074442,0.0046391249560518,-1.89848258573474,0.970790816533642,NA,NA,NA,NA,-1.24404386524986,0.449747053703674,2,"other metabolic processes;stress response;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cell component","kinase activity;other molecular function","hsa:8526; P52429; Q8TBM4; Q9UKQ3","Effects of PIP2 hydrolysis","Ciliary landscape","https://rest.uniprot.org/uniprotkb/P52429.fasta",4.5,4
"56","Q8WTV0","SCARB1",10,5,9,552,60.8,"Pf01130","949","ENSG00000073060",230597.580881191,484089.57438674,321971.393251126,156997.154228316,624951.38938239,151329.321972465,5790688.90564259,4075770.56457035,5846852.71875,NA,71561.8382249733,NA,NA,717129.749960673,83856.709190347,0.151562196909223,0.0694079256994607,-3.9219746295854,2.94890997195078,2.27164402418738,NA,-0.212871477772474,0.0741565497475086,-2.49395663259578,0.503611142725329,9,"cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;stress response;transport;signal transduction;other biological processes","plasma membrane;other membranes;other cytoplasmic organelle;other cell component","other molecular function","F8W8N0; hsa:949; Q14016; Q52LZ5; Q6KFX4; Q8WTV0",NA,"Selenium micronutrient network; Vitamin B12 metabolism; Folate metabolism; Sterol regulatory element-binding proteins (SREBP) signaling; Statin inhibition of cholesterol production; SARS-CoV-2 and COVID-19 pathway; Familial hyperlipidemia type 3; Cholesterol metabolism; Vitamin A and carotenoid metabolism","https://rest.uniprot.org/uniprotkb/Q8WTV0.fasta",5,4
